adj.P.Val,P.Value,t,B,logFC,Gene.symbol,Gene.title,Platform_ORF,GO.Function,GO.Process,GO.Component,Chromosome.annotation,EGEOD,Organism,Species,Strain,StudyType,AssayType,Gen,meta_data
0.998974958,0.55142984,0.636325581,-5.64849321,0.122641448,idnT///idnT,Gnt-II system L-idonate transporter///L-idonate and D-gluconate transporter,b4265,gluconate transmembrane transporter activity///gluconate transmembrane transporter activity///L-idonate transmembrane transporter activity///L-idonate transmembrane transporter activity,carbohydrate transport///L-idonate transmembrane transport///L-idonate transmembrane transport///gluconate transmembrane transport,plasma membrane///integral component of plasma membrane///integral component of membrane,"NC_004431.1 (5110140..5111459, complement)///NC_000913.3 (4491206..4492525, complement)",GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.551622036,-0.636006905,-5.648698341,-0.243897258,flgH///flgH///flgH///flgH,flagellar basal body L-ring protein///flagellar basal body L-ring protein///flagellar protein of basal-body outer-membrane L ring///flagellar basal body L-ring protein,b1079,,response to osmotic stress,,NC_004431.1 (1279050..1279763)///NC_002655.2 (1579757..1580455)///NC_000913.3 (1135564..1136262)///NC_002695.1 (1494671..1495369),GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.552261613,0.634946946,-5.649380009,0.155731882,yhgH///yhgH///gntX///ECs4254,gluconate periplasmic binding protein///gluconate periplasmic binding protein///DNA catabolic protein///gluconate periplasmic binding protein,b3413,,DNA catabolic process///carbon utilization,,NC_004431.1 (3971491..3972174)///NC_002655.2 (4324277..4324960)///NC_000913.3 (3544882..3545565)///NC_002695.1 (4257055..4257738),GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.552507626,0.634539444,-5.649641821,0.101124496,lysS///lysS///lysS///lysS,"lysyl-tRNA synthetase///lysyl-tRNA synthetase///lysine tRNA synthetase, constitutive///lysyl-tRNA synthetase",b2890,tRNA binding///lysine-tRNA ligase activity///lysine-tRNA ligase activity///lysine-tRNA ligase activity///protein binding///ligase activity,translation///tRNA aminoacylation for protein translation///lysyl-tRNA aminoacylation///lysyl-tRNA aminoacylation,cytosol///cytosol///membrane,"NC_004431.1 (3330630..3332147, complement)///NC_002655.2 (3839114..3840631, complement)///NC_000913.3 (3033657..3035174, complement)///NC_002695.1 (3771806..3773323, complement)",GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.55258803,0.634406285,-5.649727343,0.247468222,talB///talB///talB///ECs0008,transaldolase B///transaldolase B///transaldolase B///transaldolase B,b0008,"sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate glyceronetransferase activity///sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate glyceronetransferase activity///transferase activity, transferring aldehyde or ketonic groups","pentose-phosphate shunt, non-oxidative branch///pentose-phosphate shunt, non-oxidative branch",cytosol///cytosol///membrane,NC_004431.1 (8856..9809)///NC_002655.2 (8255..9208)///NC_000913.3 (8238..9191)///NC_002695.1 (8255..9208),GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.552909372,0.633874231,-5.650068903,0.096414849,hisA///hisA///hisA///ECs2825,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase///1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase///N-(5'-phospho-L-ribosyl-formimino)-5-amino-1-(5'-phosphoribosyl)-4-imidazolecarboxamide isomerase///1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase,b2024,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase activity///1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase activity,histidine biosynthetic process///histidine biosynthetic process///tryptophan biosynthetic process///cellular response to DNA damage stimulus,cytosol,NC_004431.1 (2383182..2383919)///NC_002655.2 (2837403..2838140)///NC_000913.3 (2095125..2095862)///NC_002695.1 (2767190..2767927),GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.55320872,-0.633378772,-5.650386753,-0.093120018,glnS///glnS///glnS///ECs0710,glutaminyl-tRNA synthetase///glutaminyl-tRNA synthetase///glutamyl-tRNA synthetase///glutaminyl-tRNA synthetase,b0680,glutamine-tRNA ligase activity///glutamine-tRNA ligase activity,glutaminyl-tRNA aminoacylation///glutaminyl-tRNA aminoacylation,cytosol///cytosol,NC_004431.1 (747912..749576)///NC_002655.2 (785897..787561)///NC_000913.3 (706093..707757)///NC_002695.1 (786116..787780),GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.553611267,0.632712776,-5.650813676,0.217462244,yhfT,inner membrane protein,b3377,,,plasma membrane,"NC_000913.3 (3506032..3507336, complement)",GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.553619015,-0.63269996,-5.650821888,-0.32515662,wzxC///ECs2851,colanic acid exporter///colanic acid exporter,Z3210,,,plasma membrane,"NC_002655.2 (2864178..2865656, complement)///NC_002695.1 (2793964..2795442, complement)",GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.553684595,-0.632591491,-5.650891383,-0.089500735,thiG///thiG///thiG///thiG,thiazole synthase///thiazole synthase///thiamine biosynthesis ThiGH complex subunit///thiazole synthase,b3991,protein binding,thiamine biosynthetic process,cytosol,"NC_004431.1 (4723072..4723842, complement)///NC_002655.2 (5069436..5070206, complement)///NC_000913.3 (4191865..4192635, complement)///NC_002695.1 (5000690..5001460, complement)",GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.554467814,-0.631296691,-5.651720166,-0.472116599,yfjV,pseudo,b2641,arsenite secondary active transmembrane transporter activity///antimonite secondary active transmembrane transporter activity,arsenite transport,integral component of plasma membrane,"NC_000913.3 (2772167..2773182, complement)",GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.554488565,0.631262402,-5.651742095,0.104503642,tsr///tsr///tsr///ECs5315,"methyl-accepting chemotaxis protein I///methyl-accepting chemotaxis protein I, serine sensor receptor///methyl-accepting chemotaxis protein I, serine sensor receptor///methyl-accepting chemotaxis protein I",b4355,transmembrane signaling receptor activity///transmembrane signaling receptor activity///protein binding///protein histidine kinase binding,chemotaxis///chemotaxis///signal transduction///signal complex assembly///detection of chemical stimulus///regulation of protein histidine kinase activity///receptor clustering///response to amino acid///cell motility///regulation of chemotaxis///protein homooligomerization///cellular response to amino acid stimulus///regulation of bacterial-type flagellum-dependent cell motility,plasma membrane///integral component of plasma membrane///integral component of plasma membrane///integral component of plasma membrane///integral component of plasma membrane///methyl accepting chemotaxis protein complex,NC_004431.1 (5176932..5178596)///NC_002655.2 (5480000..5481664)///NC_000913.3 (4591657..4593312)///NC_002695.1 (5450007..5451671),GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.554619318,-0.631046362,-5.651880232,-0.151328936,ydfK///ydfK///ynaE,"hypothetical protein///cold shock protein, function unknown, Qin prophage///cold shock protein, Rac prophage",b1375,,response to cold,,"NC_004431.1 (3020745..3021011)///NC_000913.3 (1633072..1633305)///NC_000913.3 (1433991..1434224, complement)",GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.554895313,0.630590452,-5.652171614,0.263179083,ygeK///ECs3712,pseudo///hypothetical protein,b2856,,"transcription, DNA-templated",,"NC_000913.3 (2994460..2995092, complement)///NC_002695.1 (3717102..3717734, complement)",GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.55514195,0.630183161,-5.652431772,0.099931515,rpmG///rpmG///rpmG///rpmG,50S ribosomal protein L33///50S ribosomal protein L33///50S ribosomal subunit protein L33///50S ribosomal protein L33,b3636,structural constituent of ribosome///structural constituent of ribosome,ribosomal large subunit assembly///ribosomal large subunit assembly///response to antibiotic,cytosol///large ribosomal subunit///cytosolic large ribosomal subunit///cytosolic large ribosomal subunit,"NC_004431.1 (4242248..4242415, complement)///NC_002655.2 (4624092..4624259, complement)///NC_000913.3 (3811250..3811417, complement)///NC_002695.1 (4555109..4555276, complement)",GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.555226958,0.630042807,-5.65252139,0.209369508,nuoI///nuoI///nuoI///ECs3165,"NADH dehydrogenase subunit I///NADH dehydrogenase subunit I///NADH:ubiquinone oxidoreductase, chain I///NADH dehydrogenase subunit I",b2281,"NADH dehydrogenase activity///NADH dehydrogenase activity///4 iron, 4 sulfur cluster binding///4 iron, 4 sulfur cluster binding",aerobic respiration///aerobic respiration,plasma membrane///NADH dehydrogenase complex///plasma membrane respiratory chain complex I///plasma membrane respiratory chain complex I///plasma membrane respiratory chain complex I,"NC_004431.1 (2678413..2678955, complement)///NC_002655.2 (3192034..3192576, complement)///NC_000913.3 (2395908..2396450, complement)///NC_002695.1 (3122078..3122620, complement)",GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.555415405,0.629731717,-5.652719966,0.104217788,dgoR///c4616,D-galactonate catabolism operon transcriptional repressor///hypothetical protein,b3694,,"regulation of transcription, DNA-templated",,"NC_000913.3 (3874471..3875160, complement)///NC_004431.1 (4376208..4376897, complement)",GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.555457423,0.629662363,-5.652764225,0.090419458,katG///katG///katG///ECs4871,"peroxidase/catalase HPI///catalase///catalase-peroxidase HPI, heme b-containing///hydroperoxidase HPI(I)",b3942,catalase activity///catalase activity///peroxidase activity///oxidoreductase activity///heme binding///heme binding///identical protein binding,response to oxidative stress///hydrogen peroxide catabolic process///hydrogen peroxide catabolic process///cellular response to hydrogen peroxide///cellular response to hydrogen peroxide,cytosol///cytosol,NC_004431.1 (4660807..4663026)///NC_002655.2 (5009483..5011663)///NC_000913.3 (4133835..4136015)///NC_002695.1 (4940717..4942897),GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.555862021,-0.62899471,-5.653190083,-0.125162277,minE///minE///minE///minE,cell division topological specificity factor MinE///cell division topological specificity factor MinE///cell division topological specificity factor///cell division topological specificity factor MinE,b1174,protein binding///identical protein binding///identical protein binding,division septum site selection///division septum site selection///division septum site selection///regulation of division septum assembly///regulation of division septum assembly///regulation of cell division,cytosol///plasma membrane///plasma membrane,"NC_004431.1 (1462276..1462542, complement)///NC_002655.2 (1757172..1757438, complement)///NC_000913.3 (1224279..1224545, complement)///NC_002695.1 (1665766..1666032, complement)",GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.556921557,-0.627247772,-5.654302544,-0.770937349,fadJ,multifunctional fatty acid oxidation complex subunit alpha,c2886,3-hydroxyacyl-CoA dehydrogenase activity///enoyl-CoA hydratase activity///enoyl-CoA hydratase activity///protein binding///long-chain-3-hydroxyacyl-CoA dehydrogenase activity,fatty acid beta-oxidation///fatty acid beta-oxidation,,"NC_004431.1 (2738976..2741120, complement)",GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.558215067,0.625117934,-5.655655289,0.178440338,dnaQ///dnaQ///dnaQ///ECs0211,DNA polymerase III subunit epsilon///DNA polymerase III subunit epsilon///DNA polymerase III epsilon subunit///DNA polymerase III subunit epsilon,b0215,exonuclease activity///protein binding///3'-5' exonuclease activity,DNA replication proofreading///DNA replication proofreading,"cytosol///DNA polymerase III, core complex///DNA polymerase III, core complex",NC_004431.1 (247681..248421)///NC_002655.2 (239618..240349)///NC_000913.3 (236067..236798)///NC_002695.1 (239617..240348),GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.558527663,-0.624603699,-5.655981315,-0.8072893,fadB///fadB,multifunctional fatty acid oxidation complex subunit alpha///multifunctional fatty acid oxidation complex subunit alpha,Z5367,3-hydroxyacyl-CoA dehydrogenase activity///dodecenoyl-CoA delta-isomerase activity///enoyl-CoA hydratase activity///enoyl-CoA hydratase activity///enoyl-CoA hydratase activity///3-hydroxybutyryl-CoA epimerase activity///3-hydroxybutyryl-CoA epimerase activity///long-chain-3-hydroxyacyl-CoA dehydrogenase activity,fatty acid beta-oxidation///fatty acid beta-oxidation,,"NC_002655.2 (4893666..4895855, complement)///NC_002695.1 (4824902..4827091, complement)",GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.558644924,-0.624410847,-5.656103524,-0.234433118,yeiW///c2707,UPF0153 cysteine cluster protein///hypothetical protein,c2707,protein binding,,,"NC_000913.3 (2265041..2265295, complement)///NC_004431.1 (2555576..2555764, complement)",GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.558672353,0.62436574,-5.656132104,0.087506394,yoaE///yoaE///yoaE///ECs2525,hypothetical protein///transporter///putative membrane protein/conserved protein///transporter,b1816,,,plasma membrane///plasma membrane,"NC_004431.1 (2051701..2053257, complement)///NC_002655.2 (2577062..2578618, complement)///NC_000913.3 (1900029..1901585, complement)///NC_002695.1 (2501858..2503414, complement)",GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.559344052,0.623261563,-5.656831157,0.099798059,yaiP,putative family 2 glycosyltransferase,b0363,,cellular response to DNA damage stimulus,,"NC_000913.3 (382739..383935, complement)",GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.559654233,-0.622751956,-5.657153435,-0.13451949,ydaV,Rac prophage; putative DNA replication protein,b1360,,DNA replication///DNA strand elongation involved in DNA replication,,NC_000913.3 (1421983..1422729),GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.559797892,-0.622515993,-5.657302582,-0.283005737,cspG///cspG///cspG///ECs1145,"cold shock protein CspG///cold shock protein CspG///cold shock protein homolog, cold-inducible///cold shock protein CspG",b0990,protein binding,response to cold,cytosol,NC_004431.1 (1086202..1086414)///NC_002655.2 (1314632..1314844)///NC_000913.3 (1051461..1051673)///NC_002695.1 (1229815..1230027),GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
0.998974958,0.560143988,0.621947683,-5.657661604,0.108184736,gyrB///gyrB///gyrB///gyrB,"DNA gyrase subunit B///DNA gyrase subunit B///DNA gyrase, subunit B///DNA gyrase subunit B",b3699,"DNA binding///DNA binding///DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity///DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity///protein binding///ATP binding///DNA-dependent ATPase activity///DNA negative supercoiling activity","DNA topological change///DNA topological change///transcription, DNA-templated///response to drug","cytoplasm///cytosol///DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) complex","NC_004431.1 (4379441..4381858, complement)///NC_002655.2 (4732921..4735335, complement)///NC_000913.3 (3877705..3880119, complement)///NC_002695.1 (4663938..4666352, complement)",GSE40648,Bacteria,escherichia coli,K12,RPM,Microarray,0,2
